A0A183 GO:0031424,
Q96IU4 GO:0008152,GO:0045944,GO:0016787,GO:0005737,GO:0005829,GO:0070062,GO:0005730,GO:0005634,
Q96IV0 GO:0006516,GO:0046872,GO:0000224,GO:0005737,
Q96IV6 GO:0006633,GO:0005506,GO:0016491,GO:0016021,
Q96IW7 GO:0006888,GO:0015031,GO:0048280,GO:0005484,GO:0000149,GO:0005215,GO:0005789,GO:0016021,GO:0031201,
Q96IY1 GO:0007059,GO:0007067,GO:0000278,GO:0005829,GO:0000444,GO:0005634,
Q96IY4 GO:0007596,GO:0071333,GO:0042730,GO:0097421,GO:0051918,GO:2000346,GO:0010757,GO:0003331,GO:0006508,GO:0042493,GO:0009408,GO:0004181,GO:0008270,GO:0005615,
Q96IZ0 GO:0051017,GO:0006915,GO:0097190,GO:0042094,GO:0030889,GO:0008285,GO:0042130,GO:0050860,GO:0000122,GO:0042986,GO:0043065,GO:0006351,GO:0003779,GO:0019899,GO:0043522,GO:0003714,GO:0005737,GO:0005634,
Q96IZ1 GO:0031214,GO:0007155,GO:0046697,GO:0007566,GO:0022617,GO:0030198,GO:0006954,GO:0048685,GO:0030593,GO:0001649,GO:0045780,GO:0010811,GO:0048545,GO:0033280,GO:0050840,GO:0045177,GO:0042995,GO:0005576,GO:0005615,GO:0031988,GO:0048471,
Q96IZ6 GO:0030488,GO:0016427,
Q96IZ7 GO:0000380,GO:0000398,GO:0006913,GO:0006468,GO:0046677,GO:0008380,GO:0005737,GO:0016607,GO:0005634,
Q96J01 GO:0006406,GO:0006397,GO:0008380,GO:0046784,GO:0003723,GO:0016607,GO:0000445,GO:0000346,
Q96J40 GO:0005975,GO:0019388,GO:0006094,GO:0006006,GO:0005978,GO:0005980,GO:0006096,GO:0044281,GO:0000287,GO:0004614,GO:0005737,GO:0005829,GO:0070062,
Q96J42 GO:0045454,GO:0016021,
Q96J45 GO:0021960,GO:0002062,GO:0060486,GO:0071679,GO:0006260,GO:0010001,GO:0030902,GO:0061141,GO:0043392,GO:2000795,GO:2000791,GO:0000122,GO:0045944,GO:0021740,GO:0006366,GO:0060509,GO:0060510,GO:0003677,GO:0003690,GO:0001077,GO:0001106,GO:0000981,GO:0044300,GO:0005730,GO:0005634,
Q96J61 GO:0035457,GO:0019221,GO:0051607,GO:0042593,GO:0006006,GO:0060333,GO:0045071,GO:0051259,GO:0006164,GO:0060700,GO:0009615,GO:0060337,GO:0001730,GO:0005524,GO:0003725,GO:0046872,GO:0008270,GO:0005737,GO:0005829,GO:0005783,GO:0005576,GO:0005739,GO:0005634,
Q96J66 GO:0015711,GO:0015865,GO:0055085,GO:0005524,GO:0042626,GO:0008514,GO:0015216,GO:0070062,GO:0005887,GO:0005886,
Q96J84 GO:0016337,GO:0007588,GO:0001933,GO:0030838,GO:0017022,GO:0005911,GO:0043198,GO:0016021,GO:0048471,GO:0005886,
Q96J87 GO:0006397,GO:0000381,GO:0000166,GO:0003723,GO:0005737,GO:0005634,
Q96J92 GO:0006821,GO:0072156,GO:0035556,GO:0050801,GO:0006811,GO:0090188,GO:0008104,GO:0006468,GO:0050794,GO:0070294,GO:0005524,GO:0019869,GO:0004674,GO:0005737,GO:0005923,
Q96J94 GO:0031047,GO:0007126,GO:0007275,GO:0034587,GO:0006417,GO:0007286,GO:0003729,GO:0034584,GO:0003727,GO:0033391,GO:0005737,GO:0005845,GO:0043186,GO:0005844,
Q96JA3 GO:0035621,GO:0006869,GO:0015031,GO:0097001,GO:0051861,GO:0017089,GO:0070273,GO:0005794,GO:0016020,GO:0005802,
Q96JB1 GO:0001539,GO:0008152,GO:0007018,GO:0005524,GO:0016887,GO:0003777,GO:0005858,GO:0005874,GO:0031514,
Q96JB2 GO:0006888,GO:0006891,GO:0006886,GO:0006486,GO:0033365,GO:0050821,GO:0006890,GO:0008565,GO:0005801,GO:0005737,GO:0005794,GO:0032580,GO:0017119,GO:0005634,GO:0005886,
Q96JB3 GO:0045892,GO:0006351,GO:0003677,GO:0046872,GO:0008022,GO:0005634,GO:0005886,
Q96JB5 GO:0007420,GO:0045944,GO:0071569,GO:0000079,GO:0045664,GO:0019901,
Q96JB8 GO:0035418,GO:0005737,GO:0043231,GO:0005634,GO:0042734,
Q96JC1 GO:0006886,GO:0016192,GO:0005083,GO:0030897,GO:0031902,GO:0005765,
Q96JC2 GO:0006935,GO:0005615,GO:0016021,
Q96JC4 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q96JC9 GO:0006355,GO:0006351,GO:0015030,GO:0005737,GO:0032783,GO:0016607,GO:0005634,
Q96JE7 GO:0048208,GO:0007029,GO:0016559,GO:0007031,GO:0010628,GO:0070863,GO:0070972,GO:0015031,GO:0005789,GO:0000139,GO:0043231,
Q96JE9 GO:0048813,GO:0032418,GO:0000226,GO:0005794,GO:0005874,GO:0048471,
Q96JF0 GO:0040007,GO:0007275,GO:0009311,GO:0006486,GO:0097503,GO:0003835,GO:0032580,GO:0016021,
Q96JF6 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q96JF8 GO:0007411,GO:0004872,GO:0016021,GO:0005886,
Q96JG9 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q96JH7 GO:0016320,GO:0090168,GO:0007067,GO:0035871,GO:0071108,GO:0016567,GO:0004843,GO:0005737,GO:0005783,GO:0005795,
Q96JJ6 GO:0060402,GO:0007612,GO:0050885,GO:0060314,GO:0048167,GO:0043198,GO:0016021,GO:0014701,GO:0005886,GO:0005790,
Q96JJ7 GO:0045454,GO:0006662,GO:0006457,GO:0034976,GO:0003756,GO:0015035,GO:0009986,GO:0005783,GO:0005789,GO:0016021,
Q96JK2 GO:0016567,GO:0080008,GO:0005739,
Q96JK4 GO:0005975,GO:0016901,GO:0048038,GO:0005044,GO:0005576,GO:0016020,
Q96JK9 GO:0010467,GO:0007219,GO:0045944,GO:0006367,GO:0003713,GO:0016607,GO:0005654,GO:0005634,
Q96JL9 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q96JM2 GO:0006325,GO:0043392,GO:0045944,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q96JM3 GO:0051315,GO:0034501,GO:0035372,GO:0031134,GO:0046872,GO:0003676,GO:0000793,GO:0000777,GO:0005737,GO:0005634,GO:0005819,
Q96JM7 GO:0016568,GO:0006355,GO:0006351,GO:0005634,
Q96JN0 GO:0000122,GO:0006366,GO:0003677,GO:0003700,GO:0005634,
Q96JP0 GO:0016567,GO:0005737,
Q96JP5 GO:0007250,GO:0070534,GO:0046872,GO:0003676,GO:0004842,GO:0005634,
Q96JP9 GO:0007156,GO:0045494,GO:0005509,GO:0005887,GO:0042622,
Q96JQ0 GO:0016339,GO:0007156,GO:0005509,GO:0016021,GO:0016020,GO:0005886,
Q96JQ2 GO:0008285,GO:0031175,GO:0005737,GO:0016021,
Q96JR9 GO:0006915,GO:0007050,GO:0030154,GO:0045944,GO:0035914,GO:0006366,GO:0003677,GO:0046872,GO:0000981,GO:0005737,GO:0005794,GO:0005634,
Q96JT2 GO:0055085,GO:0016021,
Q96JU4 GO:0007175,GO:0045892,GO:0006351,GO:0046872,GO:0043565,GO:0003700,GO:0005634,
Q96JV5 GO:0000045,GO:0051260,GO:0015031,GO:0042802,GO:0005776,GO:0000421,GO:0005930,GO:0034045,
Q96JW4 GO:0055085,GO:0008324,GO:0016021,GO:0005886,
Q96JX3 GO:0030198,GO:0006505,GO:0006886,GO:0008654,GO:0016788,GO:0005737,GO:0005783,GO:0031012,GO:0016021,GO:0005739,GO:0005634,
Q96JY0 GO:0030154,GO:0000902,GO:0043046,GO:0009566,GO:0031047,GO:0008630,GO:0007140,GO:0007275,GO:0043066,GO:0000122,GO:0034587,GO:0046620,GO:0007283,GO:0007129,GO:0003677,GO:0030849,GO:0000785,GO:0033391,GO:0005737,GO:0005634,GO:0043186,GO:0048471,GO:0071547,GO:0001741,
Q96K01 GO:0007043,GO:0032703,GO:0045668,GO:0000122,GO:0007219,GO:0090050,GO:0006351,GO:0001570,GO:0071889,GO:0033613,GO:0003682,GO:0046872,GO:0032041,GO:0097372,GO:0046969,GO:0046970,GO:0019901,GO:0005080,GO:0070491,GO:0003714,GO:0005737,GO:0000118,GO:0005654,GO:0005634,
Q96K12 GO:0044255,GO:0008611,GO:0035336,GO:0044281,GO:0080019,GO:0050062,GO:0005789,GO:0016021,GO:0005782,GO:0005778,GO:0005777,
Q96K30 GO:0045746,GO:0000122,GO:0022008,GO:0007219,GO:0051168,GO:0015631,GO:0005813,GO:0005737,GO:0005634,
Q96K37 GO:0006810,GO:0016021,
Q96K52 GO:0021954,GO:0050771,GO:0048715,GO:0031175,GO:0048011,GO:0043491,GO:0050770,GO:0016021,GO:0005886,
Q96K58 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0003700,GO:0005634,
Q96K62 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q96K70 GO:0030212,GO:0004867,GO:0005576,
Q96K75 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0003700,GO:0005634,
Q96K76 GO:0006284,GO:0006974,GO:0034644,GO:0035520,GO:0043066,GO:0043154,GO:0010972,GO:1902230,GO:0045892,GO:0030307,GO:0042493,GO:0006511,GO:0004843,GO:0071987,GO:0005737,GO:0019005,
Q96K78 GO:0007186,GO:0007218,GO:0004930,GO:0016021,GO:0005886,
Q96K83 GO:0030154,GO:0007275,GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0019904,GO:0005634,
Q96KA5 GO:0006915,GO:0016021,
Q96KB0 GO:0042254,GO:0051213,GO:0046872,GO:0001191,GO:0005737,GO:0005829,GO:0005730,GO:0005634,GO:0005667,
Q96KB5 GO:0007067,GO:0005524,GO:0004674,
Q96KC2 GO:0007264,GO:0005525,GO:0005622,
Q96KC8 GO:0045861,GO:0032781,GO:0006457,GO:0050708,GO:0006417,GO:0001671,GO:0003682,GO:0003677,GO:0005783,GO:0005789,GO:0016021,GO:0031965,
Q96KC9 GO:0007283,GO:0005509,GO:0005743,GO:0031514,
Q96KF6 GO:0006633,GO:0005506,GO:0004768,GO:0005783,GO:0005789,GO:0016021,
Q96KG7 GO:0034109,GO:0055001,GO:0043654,GO:0051147,GO:0048641,GO:0014719,GO:0014816,GO:0014841,GO:0016323,GO:0042995,GO:0016021,GO:0001891,
Q96KG9 GO:0018108,GO:0006355,GO:0006890,GO:0006351,GO:0005524,GO:0003677,GO:0004713,GO:0005801,GO:0030126,GO:0005737,GO:0005793,GO:0005794,GO:0005815,GO:0005634,
Q96KJ4 GO:0007155,GO:0016021,
Q96KJ9 GO:0045333,GO:0006091,GO:1902600,GO:0055114,GO:0004129,GO:0005751,
Q96KK3 GO:0006813,GO:0051260,GO:0007268,GO:0005251,GO:0015459,GO:0005886,GO:0008076,
Q96KK5 GO:0006334,GO:0003677,GO:0070062,GO:0000786,GO:0005634,
Q96KM6 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q96KN3 GO:0006357,GO:0003677,GO:0043565,GO:0003700,GO:0015629,GO:0005737,GO:0015630,GO:0005634,
Q96KN7 GO:0042462,GO:0050896,GO:0060041,GO:0007601,GO:0005930,GO:0031513,
Q96KN9 GO:0007154,GO:0014717,GO:0005922,GO:0016021,
Q96KP1 GO:0044267,GO:0006887,GO:0061024,GO:0015031,GO:0043231,GO:0005886,
Q96KP4 GO:0034641,GO:0006750,GO:1901687,GO:0044281,GO:0000096,GO:0006805,GO:0004180,GO:0016805,GO:0046872,GO:0008237,GO:0034701,GO:0005829,GO:0070062,
Q96KP6 GO:0071222,GO:0006954,GO:0002756,GO:0043124,GO:0034142,GO:0031593,
Q96KP7 GO:0006953,GO:0001525,GO:0007596,GO:0007161,GO:0007155,GO:0007044,GO:0022617,GO:0030198,GO:0050900,GO:0018149,GO:0030168,GO:0002576,GO:0008360,GO:0009611,GO:0034446,GO:0005518,GO:0008201,GO:0005178,GO:0016504,GO:0002020,GO:0016324,GO:0005604,GO:0072562,GO:0005793,GO:0031012,GO:0005576,GO:0005615,GO:0070062,GO:0005577,GO:0031093,
Q96KQ0 GO:0006914,GO:0015031,GO:0006508,GO:0008234,GO:0005737,
Q96KQ4 GO:0072332,GO:0045786,GO:0005737,GO:0005634,GO:0005886,
Q96KR4 GO:0007155,GO:0007067,GO:0046872,GO:0004222,GO:0005737,GO:0005925,GO:0005811,GO:0016020,
Q96KS0 GO:0045454,GO:0071456,GO:0030520,GO:0018401,GO:0045732,GO:0001558,GO:0043523,GO:0061418,GO:0001666,GO:0008198,GO:0031418,GO:0016706,GO:0019826,GO:0031545,GO:0005829,GO:0005654,GO:0005634,
Q96KU7 GO:0019882,GO:0002474,GO:0006879,GO:0010106,GO:0007565,GO:0042446,GO:0006955,GO:0097459,GO:0060586,GO:0001916,GO:0006461,GO:0003823,GO:0042605,GO:0005102,GO:0045177,GO:0045178,GO:0031410,GO:0005769,GO:0005887,GO:0042612,GO:0048471,GO:0005886,GO:0055037,
Q96KX0 GO:0016998,GO:0003796,GO:0005576,
Q96KX2 GO:0030036,GO:0051693,GO:0007286,GO:0001669,GO:0030863,GO:0008290,GO:0016020,GO:0071203,
Q96KY8 GO:0044281,GO:0006805,GO:0004060,GO:0005829,
Q96L12 GO:0030154,GO:0006457,GO:0007283,GO:0005509,GO:0005788,
Q96L15 GO:0006471,GO:0003956,GO:0003950,GO:0003953,GO:0005576,GO:0016020,
Q96L21 GO:0007283,GO:0006412,GO:0003735,GO:0022625,GO:0005634,
Q96L33 GO:0051056,GO:0007264,GO:0005525,GO:0046872,GO:0005829,GO:0010008,GO:0005886,
Q96L34 GO:0001578,GO:0000226,GO:0007399,GO:0043068,GO:0006468,GO:0005524,GO:0043015,GO:0008017,GO:0004674,GO:0050321,GO:0043130,GO:0005813,GO:0015630,GO:0005815,GO:0043005,
Q96L42 GO:0071805,GO:0042391,GO:0007268,GO:0000155,GO:0005249,GO:0005887,GO:0005886,
Q96L46 GO:0006508,GO:0005509,GO:0004198,GO:0005737,GO:0005886,
Q96L50 GO:0016567,
Q96L55 GO:0097055,GO:0034641,GO:0006591,GO:0006596,GO:0006595,GO:0044281,GO:0007283,GO:0008792,GO:0042978,GO:0005829,GO:0005739,
Q96L58 GO:0005975,GO:0030206,GO:0030204,GO:0006024,GO:0030203,GO:0015012,GO:0006486,GO:0044281,GO:0047220,GO:0008499,GO:0035250,GO:0032580,GO:0005797,GO:0000139,GO:0016021,
Q96L64 GO:0006325,GO:0043984,GO:0043981,GO:0043982,GO:0000123,GO:0043231,GO:0005730,GO:0005654,GO:0005634,
Q96L73 GO:0001702,GO:0010452,GO:0034770,GO:0016571,GO:0000122,GO:0045893,GO:0006351,GO:0050681,GO:0003682,GO:0030331,GO:0046975,GO:0042799,GO:0016922,GO:0042974,GO:0046965,GO:0046966,GO:0003712,GO:0003714,GO:0008270,GO:0005694,GO:0005634,
Q96L91 GO:0006325,GO:0043968,GO:0043967,GO:0005524,GO:0003682,GO:0003677,GO:0004386,GO:0035267,GO:0016607,GO:0005654,GO:0000812,
Q96L94 GO:0015031,GO:0035091,GO:0030659,
Q96L96 GO:0007507,GO:0005524,GO:0004674,GO:0005634,
Q96LA5 GO:0007267,GO:0009967,GO:0005070,GO:0016021,GO:0005886,
Q96LA8 GO:0006284,GO:0034970,GO:0043985,GO:0016571,GO:0045892,GO:0019919,GO:0006351,GO:0016032,GO:0042393,GO:0042054,GO:0070612,GO:0070611,GO:0044020,GO:0035242,GO:0035241,GO:0005829,GO:0005634,
Q96LB2 GO:0006953,GO:0004930,GO:0016021,GO:0005886,
Q96LB3 GO:0042384,GO:0035735,GO:0033630,GO:0045944,GO:0048487,GO:0003682,GO:0016023,GO:0030992,GO:0031514,GO:0005634,
Q96LB4 GO:0006879,GO:0008286,GO:0051701,GO:0090382,GO:0033572,GO:0055085,GO:0051117,GO:0008553,GO:0005829,GO:0005886,GO:0016471,
Q96LB8 GO:0050830,GO:0016045,GO:0044117,GO:0045087,GO:0032689,GO:0032827,GO:0002221,GO:0009253,GO:0008745,GO:0042834,GO:0016019,GO:0008270,GO:0005576,GO:0005622,GO:0016020,
Q96LB9 GO:0050830,GO:0016045,GO:0044117,GO:0045087,GO:0032689,GO:0032827,GO:0002221,GO:0009253,GO:0008745,GO:0042834,GO:0016019,GO:0008270,GO:0005576,GO:0005622,GO:0016020,
Q96LC1 GO:0071346,GO:0070934,GO:0000398,GO:0017148,GO:0006396,GO:0008380,GO:0016032,GO:0000166,GO:0008143,GO:0044822,GO:0003723,GO:0071013,GO:0070937,GO:0005783,GO:0097452,GO:0071204,GO:0005654,GO:0005634,GO:0030529,
Q96LC9 GO:0043276,GO:0006915,GO:0097193,GO:2001234,GO:2001244,GO:0032464,GO:1900740,GO:0090200,GO:0001669,GO:0005829,GO:0005741,GO:0016459,GO:0005886,
Q96LD1 GO:0061024,GO:0046716,GO:0055001,GO:0005737,GO:0005856,GO:0016021,GO:0016012,GO:0042383,
Q96LD3 GO:0009756,GO:0008037,GO:0002752,GO:0016337,GO:0071226,GO:0042832,GO:0001879,GO:0006954,GO:0045087,GO:0002366,GO:0006911,GO:0006910,GO:0050766,GO:0032760,GO:0042110,GO:0001872,GO:0001874,GO:0030246,GO:0046872,GO:0042287,GO:0008329,GO:0005737,GO:0009897,GO:0016021,
Q96LF4 GO:0006325,GO:0043968,GO:0043967,GO:0045814,GO:0000122,GO:0045892,GO:0045944,GO:0045893,GO:0040008,GO:0006351,GO:0035267,GO:0031965,GO:0005654,GO:0005634,GO:0032777,
Q96LI5 GO:0010467,GO:0031047,GO:0061157,GO:0016071,GO:0000288,GO:0000289,GO:0008284,GO:0010606,GO:0006355,GO:0006417,GO:0016070,GO:0090503,GO:0006351,GO:0046872,GO:0004535,GO:0030014,GO:0005737,GO:0005829,GO:0005634,
Q96LI6 GO:0006351,GO:0043565,GO:0003700,GO:0005737,GO:0005634,
Q96LK8 GO:0007283,GO:0048471,
Q96LQ0 GO:0010923,GO:0019902,GO:0004864,
Q96LR2 GO:0031032,GO:0016477,GO:0001819,GO:0043123,GO:0042641,GO:0005737,
Q96LR5 GO:0032020,GO:0070979,GO:0070936,GO:0070534,GO:0005524,GO:0042296,GO:0004842,
Q96LR9 GO:0001525,GO:0030154,GO:0042118,GO:0006869,GO:0042157,GO:0045601,GO:0001666,GO:0008289,GO:0005576,GO:0016021,GO:0005886,
Q96LT4 GO:0046513,GO:2000303,GO:0006686,GO:0016740,GO:0030176,GO:0016021,
Q96LT7 GO:0006914,GO:0008219,GO:0006897,GO:0017137,GO:0005776,GO:0005768,GO:0005615,GO:0005764,GO:0005634,
Q96LT9 GO:0006397,GO:0008380,GO:0000166,GO:0003723,GO:0005634,GO:0005689,
Q96LW1 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0003700,GO:0005634,
Q96LW4 GO:0006264,GO:0031297,GO:0009411,GO:0019985,GO:0003682,GO:0003896,GO:0003887,GO:0030145,GO:0005759,GO:0005634,
Q96LW7 GO:0043124,GO:0050700,GO:0005829,GO:0005789,GO:0005794,GO:0016021,GO:0031966,GO:0005634,
Q96LW9 GO:0006351,GO:0003677,GO:0046872,GO:0003700,GO:0005634,
Q96LX8 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q96M02 GO:0007095,GO:0030308,GO:0050821,GO:0010212,GO:0009411,GO:0015629,GO:0005813,GO:0005737,
Q96M25 GO:0055086,GO:0006144,GO:0006195,GO:0044281,GO:0008253,GO:0000287,GO:0000166,GO:0005829,
Q96M29 GO:0000226,GO:0005929,GO:0005737,GO:0005874,
Q96M32 GO:0007420,GO:0030030,GO:0003351,GO:0002437,GO:0006165,GO:0009142,GO:0007283,GO:0004017,GO:0005524,GO:0004127,GO:0004550,GO:0005737,GO:0005829,GO:0005634,
Q96M37 GO:0008286,GO:0046872,GO:0044822,GO:0005829,GO:0016020,GO:0005730,
Q96M53 GO:0030154,GO:0007275,GO:0007283,GO:0005829,
Q96M63 GO:0036158,GO:0005929,GO:0036157,
Q96M86 GO:0007018,GO:0003777,GO:0030286,GO:0070062,
Q96M93 GO:0007275,GO:0006396,GO:0007286,GO:0004000,GO:0003723,GO:0005634,
Q96M94 GO:0016567,
Q96M96 GO:0030036,GO:0097190,GO:0007010,GO:0046847,GO:0030032,GO:0030035,GO:0048011,GO:0043065,GO:0043088,GO:0008360,GO:0051056,GO:0007264,GO:0005085,GO:0046872,GO:0005089,GO:0031267,GO:0015629,GO:0005737,GO:0005829,GO:0030175,GO:0005794,GO:0030027,GO:0001726,
Q96M98 GO:0007286,GO:0044297,GO:0005739,GO:0097225,
Q96MA1 GO:0006351,GO:0046872,GO:0043565,GO:0003700,GO:0005634,
Q96MA6 GO:0006165,GO:0009142,GO:0021591,GO:0004017,GO:0005524,GO:0004127,GO:0004550,GO:0005829,
Q96MC2 GO:0070286,GO:0071973,GO:0060285,GO:0005930,GO:0005856,
Q96MC6 GO:0055085,GO:0005215,GO:0016021,GO:0005886,
Q96ME7 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q96MF2 GO:0035556,GO:0042802,GO:0046872,
Q96MF7 GO:0090398,GO:0000724,GO:0007067,GO:0034184,GO:0045842,GO:0016925,GO:0000722,GO:0019789,GO:0008270,GO:0000781,GO:0005634,GO:0016605,GO:0030915,
Q96MG2 GO:0072657,GO:0060314,GO:0003009,GO:0033017,
Q96MG7 GO:0006310,GO:0006281,GO:0031398,GO:0040008,GO:0006355,GO:0000781,GO:0005737,GO:0005634,GO:0030915,
Q96MH2 GO:0045736,GO:0000122,GO:0045892,GO:0006351,GO:0004861,GO:0017069,GO:0005737,GO:0005634,
Q96MH5 GO:0006306,GO:0010424,GO:0009566,GO:0016571,GO:0000122,GO:0035265,GO:0018027,GO:0006275,GO:0007286,GO:0007130,GO:0070742,GO:0046976,GO:0046974,GO:0018024,GO:0002039,GO:0016279,GO:0008270,GO:0005694,GO:0005654,GO:0005634,
Q96MI6 GO:0006470,GO:0008420,GO:0030145,GO:0005634,
Q96MI9 GO:0035609,GO:0035610,GO:0004181,GO:0015631,GO:0008270,GO:0005829,
Q96MK3 GO:0070166,GO:0070062,
Q96MM3 GO:0008585,GO:0001701,GO:0008584,GO:0007126,GO:2000653,GO:0007286,GO:0006351,GO:0046872,GO:0043565,GO:0003700,GO:0005737,GO:0005634,GO:0043234,
Q96MN2 GO:0006954,GO:0045087,GO:0032481,GO:0032479,GO:0005524,GO:0005829,
Q96MN5 GO:0006351,GO:0003677,GO:0005634,
Q96MN9 GO:0045892,GO:0014003,GO:0048714,GO:0006357,GO:0006366,GO:0003677,GO:0046872,GO:0000981,GO:0005634,
Q96MP8 GO:0008219,GO:0051260,GO:0005829,GO:0005886,
Q96MR9 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q96MS0 GO:0007411,GO:0016199,GO:0001764,GO:0030424,GO:0016021,
Q96MS3 GO:0009058,GO:0016757,GO:0005737,GO:0005576,
Q96MT3 GO:0090090,GO:2000691,GO:0045892,GO:0001843,GO:0032436,GO:0031398,GO:0006606,GO:0008270,GO:0005829,GO:0031965,GO:0005634,
Q96MT8 GO:0007099,GO:0000077,GO:0000086,GO:0007067,GO:0000278,GO:0042770,GO:0051225,GO:0005814,GO:0005813,GO:0005829,GO:0000922,
Q96MU6 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q96MU7 GO:0006376,GO:0044822,GO:0003723,GO:0005634,
Q96MV8 GO:0045184,GO:0018345,GO:0016188,GO:0016409,GO:0019706,GO:0008270,GO:0005794,GO:0016021,
Q96MW5 GO:0015031,GO:0000139,GO:0017119,
Q96MX0 GO:0006935,GO:0005615,GO:0016021,
Q96MX3 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q96MX6 GO:0006915,GO:0034968,GO:0035064,
Q96N20 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q96N22 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0003700,GO:0005634,
Q96N28 GO:0015914,GO:1990050,GO:0005758,
Q96N38 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q96N57 GO:0031123,GO:0044822,GO:0050265,GO:0008270,
Q96N58 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q96N75 GO:0006629,GO:0016787,GO:0005783,GO:0016021,GO:0005765,GO:0031966,GO:0031965,
Q96N76 GO:0034641,GO:0006548,GO:0019556,GO:0019557,GO:0044281,GO:0016153,GO:0005829,
Q96N77 GO:0006357,GO:0006366,GO:0003677,GO:0046872,GO:0000981,GO:0005737,GO:0005634,
Q96N87 GO:0006865,GO:0006811,GO:0055085,GO:0005328,GO:0005887,GO:0005886,
Q96N95 GO:0006351,GO:0003677,GO:0046872,GO:0003700,GO:0005737,GO:0005634,
Q96NA2 GO:0019886,GO:0008333,GO:0015031,GO:0017137,GO:0005770,GO:0031902,GO:0005765,GO:0005764,GO:0005739,GO:0030670,
Q96NA8 GO:0006886,GO:0016079,GO:0005484,GO:0000149,GO:0016021,GO:0031201,
Q96NB1 GO:0042384,GO:0034453,GO:0034451,GO:0005813,GO:0036064,GO:0031514,GO:0005634,
Q96NB2 GO:0055072,GO:0008324,GO:0016021,GO:0005743,
Q96NB3 GO:0001832,GO:0007067,GO:0033260,GO:0046872,GO:0005737,GO:0016607,GO:0005634,
Q96ND7 GO:0006974,GO:0036297,GO:0019985,GO:0070530,GO:0046872,GO:0031593,GO:0043130,GO:0030054,GO:0005694,GO:0043240,GO:0005634,
Q96ND8 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q96NE9 GO:0003383,GO:0034613,GO:0032970,GO:0043296,GO:0005737,GO:0005856,GO:0005886,
Q96NG5 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q96NG8 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q96NH3 GO:0007275,GO:0005097,GO:0005929,GO:0005737,
Q96NI8 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q96NJ3 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q96NJ6 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0003700,GO:0005634,
Q96NK8 GO:0030154,GO:0021542,GO:0006355,GO:0006351,GO:0003677,GO:0005634,
Q96NL1 GO:0006914,GO:0000421,GO:0031410,GO:0016021,GO:0005765,
Q96NL3 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q96NL6 GO:0042384,GO:0045162,GO:0017080,GO:0005814,GO:0005813,GO:0097539,GO:0071439,GO:0005737,GO:0015630,
Q96NN4 GO:0006829,GO:0046873,GO:0016021,
Q96NN9 GO:0045454,GO:0097194,GO:0051537,GO:0050660,GO:0046872,GO:0016491,GO:0005783,GO:0005743,GO:0005739,
Q96NQ8 GO:0009607,GO:0030054,GO:0016021,GO:0005886,GO:0045202,
Q96NR3 GO:0050890,GO:0007224,GO:0008158,GO:0016021,GO:0005886,
Q96NR8 GO:0045494,GO:0007603,GO:0001523,GO:0042572,GO:0007601,GO:0004745,GO:0005622,GO:0060342,
Q96NS5 GO:0035556,GO:0016567,
Q96NT1 GO:0006334,GO:0005634,
Q96NT5 GO:0006879,GO:0046655,GO:0015884,GO:0044281,GO:0055085,GO:0006766,GO:0006767,GO:0005542,GO:0008517,GO:0015232,GO:0015350,GO:0016324,GO:0031526,GO:0005737,GO:0016021,GO:0005886,
Q96NU7 GO:0034641,GO:0006548,GO:0019556,GO:0019557,GO:0044281,GO:0050480,GO:0046872,GO:0005829,
